at,score,content
2024-09-07 12:16:32,5,😀
2024-09-07 10:14:12,1,aplikasi keseringan maintenis. Ada fitur chat CS tp tidak pernah berhasil nyambung. Transfer BI fast gagal uangnya nyangkut beberapa hari.
2024-09-07 10:07:19,3,Akhir2 ini kl mau transfer sering muncul sedang meningkatkan sistem.. apakah mmg lg begitu. Sering sekali muncul begitu.
2024-09-07 09:39:10,1,Setelah di update bukan nya lebih baik..malah bermasalah...stiap ingin masuk slalu saja meningkatkan layanan terus .padahal punya teman² saya lancar yg GK di update. .kenapa punya saya setelah di update malah bermasalah gini
2024-09-07 08:41:14,3,"MOBILE TUNAI RIBET, HARUS PAKAI OTP DENGAN SMS PAKAI PULSA, ZAMAN SEKARANG KITA SUDAH PAKAI DATA , BEDA JAUH DENGAN BANK SEBELAH GAK PAKAI OTP CUKUP DARI KODE MOBILE SAJA"
2024-09-07 08:31:13,1,"Mau transfer tidak bisa, muncul angka 62. Saya tanya cs di aplikasi ada solusi untuk uninstall aplikasi terus install lagi. Saya lakukan, pada saat verifikasi diri selalu tidak bisa. Sudah mencoba hingga 3 kali, di suruh untuk mencoba lagi di hari berikutnya. Parah banget ini pelayanan nya. Padahal lagi butuh banget. Tolong perbaiki!"
2024-09-07 07:06:10,5,"2 aplikasi dari BNI memang ok, BNI Mobile Banking dan Wonder, kami pake keduanya untuk traksaksi keuangan, lancar, mantap 👍 Terimakasih 🙏"
2024-09-07 04:54:23,1,"Kenapa ya dengan mobile banking BNI, semenjak update versi ini sangat susah untuk log in, selalu keluar notifikasi sedang dalam perbaikan. Saya sudah restart HP dan on-off data beratus ratus kali tapi tetap gak bisa log in. Bahkan HP pun sudah saya banting sampai pecah. Gini ya admin BNI, kita punya uang, kita bayar setiap bulan tapi kenapa kita gak bisa gunakan uang kita hanya karna masalah aplikasi BNI yang cacat,. Tolong lah diperhatikan keluhan nasabah, saya tidak mau aplikasi baru wondr."
2024-09-07 04:27:37,1,Kenapa sih kode aktivasi email tidak pernah dikirim kenapa ya BNI????? Masa hal sepele begini saya harus datang ke kantor sunggu mengecewakan.
2024-09-07 04:27:27,1,Babi cobalah di perbaiki bni bangking ini di upded malah susah masuk
2024-09-07 02:32:31,1,BNI dari dulu sampai sekarang untuk menerima kode verifikasi email pasti susah. Harus banyak belajar dari BCA
2024-09-07 01:18:20,4,"Untuk pembayaran PDAM sering eror...., mohon diperbaiki"
2024-09-07 00:54:21,1,"transaksi d.sni udh smakin susah , ada ini lh itu lh , d.bkin ribet ,, krim uang sndri aja d.bkin ribet ap lgi uang negara"
2024-09-07 00:34:01,1,"log in susah, banyak masalah teknis, otp sering ga muncul, lemot banget, tolonggg mana kerjaan pake bank BNI lagi"
2024-09-06 23:28:19,1,"Lumayan kecewa, semenjak ada aplikasi wondr jadi susah login, padahal mau transaksi urgent. Hp udah di restart, udah di uninstall, di download ulang. Tetap ga bisa masuk, harus pake jaringan wifi baru bisa.. padahal sinyal full untuk aplikasi² lain di hp, semua lancar"
2024-09-06 23:24:00,2,"setiap mau login selalu ada keterangan pembaruan, jadi males, sering gagal transaksi gara gara itu."
2024-09-06 22:23:55,2,Kenapa kok kita masuk bni mobile banking koneksi terputus padahal update sudah kita dowload ulang malah verivikasi lagi
2024-09-06 21:44:31,1,"Susah banget klo mau masuk bni banking.. tdinya begitu buka langsung bisa skrang yg muncul selalu lgi meningkatkan layanan melulu... jdi males lama"" sm bni.. padahal sy huka banking bank"" lain bisa langsung masuk..."
2024-09-06 20:53:13,1,Layanan BNI mobile sekarang semakin susah Perlu uang dan transaksi lainnya ga bisa cepat melalui mobile bankingnya
2024-09-06 20:11:49,1,Update lama taiiii
2024-09-06 20:09:22,3,Bisa gak si kalo kita ganti hp pindah akun bni mobile Tampa ke bank lagi
2024-09-06 19:56:55,5,Pelayanan cepat tapi kadang kalau Transaksi suka gangguan padahal jaringan stabil
2024-09-06 19:21:07,2,"Sedikit kecewa dengan layanan mobile banking dr BNI, pertama sering banget melakukan peningkatan layanan di jam² kritis,dan waktu yg di butuh kan gak sebentar, ke dua wonder juga sama ketika login beberapa kali hrs verifikasi awal dan parah nya ketika verifikasi selesai limit transaksi selama 24 jam cm 2 juta, tolong dong lebih di tingkatkan lagi tetama perbaikan sistem kenapa gak seperti tetangga sebelah selalu melakukan peningkatan layanan di atas jam 12 mlm"
2024-09-06 19:16:11,2,"Sekarang setiap mau menggunakan aplikasi BNI mobile banking ganguan terus kesal dan kecewa padahal mau transaksi, ini memang ganguan perbaikan sistem atau kenapa yaa?"
2024-09-06 19:11:05,1,"Sejak update ,saya tidak bisa login kembali"
2024-09-06 19:07:06,1,Gagal terus transfer ke ewalet dana
2024-09-06 19:04:50,1,Woii kenapa aplikasi tidak bisa dipakai terus keterangannya mohon maaf saat ini aplikasi sedang kami tingkatkan .. Tapi begitu terus tidak pernah selesai.. Kita mau cepat woiii
2024-09-06 19:02:19,1,Pulsa saya habiss buat minta otp teruss tapi ngk keluar uang pelayanan rumit dan ngk ada perbaikan sama sekali
2024-09-06 18:50:02,2,Insyaallah kalau memuaskan saya akan beri bintang 5
2024-09-06 18:35:02,5,Keren banget
2024-09-06 18:07:16,1,sudah isi sesuai otp masih dianggap salah sampai terblokir!!!!
2024-09-06 16:59:05,1,Saya berulang x update apk BNI mobile banking ini sangat kecewa apalagi di daerah pelosok tak punya ATM BNI langsung berulang x sedang dalam perbaikan sangat benar-benar kecewa bahkan coba di instal di android lain tak bisa di download entah bagaimana kejelasan nya sudah mungkin tiap bulannya diminta kita untuk kekantor BNI perbaiki lagi sudah 3x jalani selalu luangkan waktu pulang pergi dari subuh sampai larut malam demi perbaiki BNI tetap saja terulang hal yang sama mohon lebih diperhatikn apk
2024-09-06 16:41:03,1,"Gangguan trus , semenjak ada wonder Sehari bisa 5kali gangguan"
2024-09-06 15:50:47,5,Tolong d tambahkan fitur notifikasi transfer masuk agar lebih mudah untuk usaha seperti bank lain. alasan saya gak pake bni untuk transaksi karna tidak ada fitur notifikasi transfer masuk. via sms / email sudah kuno karna banyak promosi dan spam. sebaiknya gunakan notif via app saja agar lebih mudah dan bersaing.
2024-09-06 15:41:55,2,"semakin kesini mbanking sering gangguan terus, setiap transaksi sering gagal, mohon perbaikannya"
2024-09-06 15:35:28,5,Memudahkan sy untuk bertransaksi
2024-09-06 15:32:38,5,Asikkk Wondr bagus tampilannya
2024-09-06 15:17:36,2,ini gmna min saya mau daftar kok pas sudah masukkan nomor otp tapi gak bisa² min??
2024-09-06 15:04:52,1,Mau registrasi malah IO eror terus
2024-09-06 14:34:02,1,Sering ganguan dalam pengiriman dan topup gak ada perbaikan
2024-09-06 13:33:10,1,Aplikasi kebanyakan update tot
2024-09-06 13:18:17,1,Knp ini ? Semenjak Muncul iklan Wondr BNI sama sekali tidak bisa masuk !. Jika memang ada kendala tolong di perbaiki !
2024-09-06 12:18:11,1,Moso perbaikan sistem sampe 3 hari ga kelar2.... Yang bener aja Bank Negara Indonesia (BNI)...
2024-09-06 12:16:00,2,"Log in BNI mobile banking susah sekali ini,bertransaksi jadi terhambat"
2024-09-06 12:13:32,5,"Lagi meningkatkan apa sih m baking ini masuk tidak bisa saya kalok kemana "" Itu jarang pakek case ini sangat mempersulit saya klok trus begini"
2024-09-06 12:07:07,1,"error terus , susah kali mau login"
2024-09-06 11:57:51,5,Ini sedang meningkatkan layanan dari kamren apa memang ganguan ya
2024-09-06 11:33:22,1,"Kenapa aplikasinya mau perbaikan terus, mana gk selesai2 perbaikan...ini mempersulit rakyat"
2024-09-06 10:57:38,5,Mudah digunakan dan penampilannya menarik
2024-09-06 10:38:29,3,"Login sekarang jadi sulit, passward sdh benar masih kena blokir"
2024-09-06 10:25:10,5,apa bener mbanking lagi dalam perbaikan
2024-09-06 10:12:59,5,Tolong jgn gangguan terus mau ngirim jadi susah siang malam gangguan terus
2024-09-06 10:07:27,1,Ini knp ya susah kali masuk dri JM 8 gk bisa trus
2024-09-06 09:53:51,5,Aplikasinya bagus sangat membantu
2024-09-06 09:42:59,4,disaat lagi butuh banget buat transfer. malah nga bisa dibuka buka terus. nga sekali 2 kali kaya gini terus
2024-09-06 09:37:09,4,"Apakah BNI mobile banking sdg ada perbaikan...krn tdk bisa masuk bbrp hr ini utk login...selalu muncul tulisan "" maaf kami sdg meningkatkan layanan mobile banking, silahkan coba bbrp saat lagi"". Apakah benar dmk ? Sampai kapan ?"
2024-09-06 09:17:47,2,"Ini gimana ya? Kok udah bbrp hari terakhir ini mbanking sulit digunakan? Malah terkadang tidak bisa dipakai, selalu muncul ket sedang peningkatan layanan. Saya kira sdh ada pembaharuan apk tp nyatanya tidak ada"
2024-09-06 09:16:54,1,Udah Ga bisa bikin ATM online ya?
2024-09-06 09:16:17,1,"Susah login gagal terus, kok aplikasinya skrng kayak gini ya, dan rata2 masalah ulasannya jg sma"
2024-09-06 09:12:10,1,"setiap pagi selalu perbaikan 😭, ntar kalau udh lancar aku ganti bintangnya."
2024-09-06 08:18:30,1,"Untuk nama pada rekening tolong hapus dong kata""BPK/BAPAK"" JADI GA BISA VERIFIKASI GARA2 ITU....!!!!!"
2024-09-06 07:26:57,1,Ah ternyata bumn sama saja. Fasilitas mobile ko begini amat. Anggarannya habis buat foya foya yah.. Jadi gini pemeliharaan melulu. Mau bilang najis sih. Tapi enek
2024-09-06 06:06:07,5,"Dari kemarin sedang dalam perbaikan+dsuruh memperbarui,udah dperbarui ttep aja gak bisa dpake,sedsng dalam perbaikan terus,ini aplikasi knp sih😖,sngja bntang 5 biar ttel d atas ulasannya"
2024-09-06 03:13:46,5,mntap
2024-09-06 00:29:01,1,aplikasi perbaikan terus menganggu transaksi
2024-09-05 22:37:24,1,"Aplikasi tidak bisa login selalu ada bacaan ""mohon maaf sedang memperbaiki layanan "" Selalu seperti itu saya mau transaksi jadi susah biasanya tidak seperti ini"
2024-09-05 21:54:15,1,"Semenjak aplikasi BNI di abdet ke versi 5.13.1 sekarang jadi sering gangguan dan susah bertransaksi, mohon solusinya admin🙏"
2024-09-05 21:52:48,3,"Mohon dbantu kak,Mbking keblokir karena 3 kali salah msukkn PIN dan sekrang ATM sudah d ganti yg baru masalahny mau masuk lagi ke mbking ada pembaritahuan no debit salah padhal sudah benar 8 angka belakang .trus gimn kak apa harus registrasi ulang🙏"
2024-09-05 21:42:16,5,Gege lah bni
2024-09-05 21:10:25,1,knp gak bisa di buka
2024-09-05 21:03:19,1,Mw nutup rek kartu kredit aja lama bener proses nya padahal tagihan dah lunas semua
2024-09-05 20:59:54,3,Semenjak update jadi susah login
2024-09-05 20:39:29,1,"tolong ini seudah update malah jelek banget gangguan mulu padahal situasi genting , mobile banking bukan nya bantu biar lebih mudah malah bikin sulit"
2024-09-05 20:22:42,1,"Bni tolol, Jelas jelas mbanking gj dipakek ke akun lain malah gk bisa kebuka buka, perbaikan perbaikan diupdate malah gk bs buka"
2024-09-05 18:41:14,1,Ganguan terus skrng jadi nya
2024-09-05 17:15:58,4,Maaf kenapa setelah di perbarui jadi tidak bisa membuka mbangking pake WiFi??
2024-09-05 16:41:29,5,Saran saya bni mobile banking sudah bagus. Gak perlu beralih ke wonder. Wonder ribet gak semudah BNI mobile banking. Kalo nama doang gpp. Tapi dalam aplikasi sama persis bni. Itu aja.
2024-09-05 15:27:26,4,"Gimana sih bni, kok jadi susah mau isi saldo spay, asik error 999. Untuk isi pulsa tlpn sih masih ok. Harus sampai kapan kaya gini. Sebelum ada wonder gak pernah kaya gini. Repot dah...."
2024-09-05 15:26:10,1,Banyak bug dan customer servicenya lambat udah Nunggu Berjam jam masi ga di bales sungguh sangat kecewa sama bank BNI ini
2024-09-05 14:57:29,1,"Parah sih ini. . .sebelum updeat saldo dalam masi 30 rb lbih dan pas setelah saya updeat masa ita -6.500 . . .gk jelas kalii untung atm gaji klo bukan udah gua kunyah"" nih kartu. . .kok bisa gtu ya bisa mines loh🤦🤦🤮"
2024-09-05 14:44:07,1,"BNI kenapa ya nama saya ada pinjaman 3,1jt padahal saya tidak pernah pakai BNI Pernah buat kartu tapi saya tidak menggunakannya sama sekali Kenapa pas di cek di bi checking ada tagihan 3,1jt itu kenapa ya Gimana saya mau lapor"
2024-09-05 12:41:06,1,hampir semua bank aq pakai mbangkin dan bni yg paling lemot aplikasinya terlaly lama loding padahal full 4G
2024-09-05 11:08:32,5,Meningkatkan layanan setiap hari
2024-09-05 10:34:56,3,"Ini kenapa menyambungkan ke kartu kredit g bs Percumah ada tulisan my credit card Tolong perbaiki masa kalah sama bank sebelah, sdh di hubgi pihak BNI katanya 2 x 24 bisa nyatanya zonk, tlp ke CS BNI buang² pulsa gak ada solusi."
2024-09-05 09:37:16,4,best
2024-09-05 09:22:57,2,"Terlalu ribet untuk pembuatan rekening online, fitur wajah gak dikenali terus padahal sudah sesuai intruksi"
2024-09-05 08:44:12,3,"sumpah ini aku verifikasi ga bisa-bisa?? padahal data nya bener lohh, cape banget aku mau login doang sesusah ini udah 3x"
2024-09-05 07:39:56,4,"Min kok sekarang m banking saya nggak bisa di buka ya,tolong kasi masukan nya min, update sekarang malah di persulit"
2024-09-05 07:05:06,1,udah beberapa hari ini aplikasi sulit untuk login masuk sungguh mengecewakan. lebih baik pindah ke Livin Mandiri saja.
2024-09-05 06:43:42,5,Sangat membantu sekali
2024-09-05 05:13:13,1,tolong bantu sya masuk kembali ke m bnagking ku .. di karenakan sya lupa id nya dan sya sudah gunaka lupa id sya di arahkan ke masukan 8 digit nomer kartu atm nah maslah nya sya tidak ada atm nya .. dan bagai mana agar sya bisa login kbali tanpa tidak ada ATM nya
2024-09-05 03:26:42,1,Aplikasi BNI butut
2024-09-05 02:39:20,1,Kenapa aplikasi ini tidak bisa login di perangkat saya padahal udah download uninstall berkali kali tapi tetap ga bisa login?
2024-09-05 00:44:41,1,Skarang BNI mobile makin lemot. Mau transaksi atau pun buka apk nya slalu dalam perbaikan trus. . Jadi gx nyaman. Sangat sangat tidak memuaskan
2024-09-05 00:19:05,1,"Setiap di butuhkan cepat selalu muncul ""sedang meningkatkan layanan"", menunda transaksi yg seharusnya di lakukan dalam waktu singkat. sangat megecewakan"
2024-09-04 23:56:54,2,"Tolong banget yah ini apk nya kenapa ga bisa di buka sih? udah 4 hari loh, keterangannya peningkatan layanan terus, ga mungkin lah bank besar seperti bni meningkatkan layanan 4 hari berturut². saya mau transfer atau transaksi lainnya jadi terkendala, mohon bantuan banget ini mah"
2024-09-04 23:55:40,1,"Error terus, meningkatkan layanan trus"
2024-09-04 23:42:22,2,"Akhir2 ini susah login Transaksi terkendala login,,, ditunggu2 orang!!!! Iklan wonder terus Susah login mbankkingnya"
2024-09-04 22:47:41,3,"Tolong hapus Ads Wonder Bni bikin ganggu,klo mau promosi app baru jgn lah muncul stiap buka app bni bikin risih"
2024-09-04 22:26:28,1,Sudah 3 hari ini kenapa ya kok gk susah loginnya ??
2024-09-04 22:19:02,2,"Semenjak ada wondr ni aplikasi jadi kacau padahal sudah bagus, Mengecewakan, login saja susah Selalu muncul sedang meningkatkan layanan, sudah diupdate Sinyal bagus Padahal sebelum ada wondr aplikasi ini sudah bagus"
2024-09-04 22:11:42,2,Ini knpa si mbanking semenjak di perbarui selalu eror susah mau tf atau mau qris sering gangguan
2024-09-04 21:58:53,5,Klo bisa jangan sering gangguan lah
2024-09-04 21:56:15,2,Sya kecewa BNI skng sngat lah lemot
2024-09-04 21:45:11,1,Abis di perbaharui kemarin malah sering gangguan aplikasi M-banking nya
2024-09-04 19:51:38,2,"Kenapa pasword transaksi yang saya masukkan salah,padahal saya sudah memasukkan pasword yang benar,sdh berapa kali ke kantor untuk memperbaiki,tetapi selalu terjadi masalah bgini"
2024-09-04 19:47:04,4,"simple tapi baru saja buka cek saldo masuk, saya tutup mau buka lagi buat transfer sudah tidak bisa katanya belum terdaftar. aneh tapi nyata"
2024-09-04 19:17:54,1,Kecewa berat klu bukan karena kampus gw yg mewajibkan pembayaran uang kuliah lewat BNI ga bakal gw pakai BNI. Login ga bisa bisa
2024-09-04 18:32:38,4,Bagus dan jelas
2024-09-04 17:45:31,1,Sudah daftar sore smlm tapi sampai skrg kok blm bisa login ya kmrn saya daftar cuma 15 menit kelar ini kok lama ya tolong di bantu min
2024-09-04 17:37:12,1,Sering gangguan berhari-hari gak bisa login
2024-09-04 17:13:21,1,"Aplikasinya tambah buruk tambah lemot😭,untuk login aja susah udah beberapa minggu ini selalu gak bisa login kalau ditanya malah nyalahin sinyal mungkin kendalanya padahal sinyal bagus2 aja,mana lagi butuh mau tranfer uang🫠🫠🫠"
2024-09-04 16:34:38,1,semenjak ada wondr semakin sulit ini yang bikin orang titipan kah?
2024-09-04 16:14:50,5,Oke mantap aplikasi nya
2024-09-04 15:28:15,5,"Bni mobile, sangat sangat buruk sekarang ini. Bukan nya membantu bertransaksi tapi menyulitkan"
2024-09-04 14:34:46,5,Bank Favorit
2024-09-04 14:34:31,4,"Sebelumnya ga pernah ada masalah.tapi seminggu ini ga bisa dibuka aplikasinya,sungguh sangat menganggu ,menghambat dan merugikan .tolong segera ditindaklanjuti"
2024-09-04 14:21:42,1,"Selalu gangguan,,,mulai gak jelas apk ini"
2024-09-04 14:19:29,1,Kok jadi lelet sungguh mengecewakan
2024-09-04 14:14:11,1,Kenapa aplikasi m bangking saya tidak bisa dipakai beberapa hari ini ya
2024-09-04 14:13:06,2,eror mulu ni aplikasi
2024-09-04 13:47:40,4,sangat membantu dan cepat buat transaksi
2024-09-04 12:35:50,5,Mau tanya apakah misal mbangking bni sengaja saya blokir kartu atm masih bisa digunakan apa tidak?
2024-09-04 10:57:41,2,Skrng susah di akses jgnkan transaksi log in aja susah tolong BNI DIPERBAIKI
2024-09-04 10:34:42,1,Apps sering gangguan
2024-09-04 10:30:29,2,"Susah banget mau masuk aja udah bolak balik masukin mpin tetep ga masuk"" sampe cape orang di buatnya tolong lahh kekmana caranya ini biar ga kek gini, orang buru"" jadi ribet gegara ga bisa masu"
2024-09-04 10:00:40,5,"Aplikasi yg baik sngat brguna.bnyak piturnya , terhubung bnyak layanan publik dan mmudahkan dlm trnsaksi"
2024-09-04 09:39:41,5,Aplikasinya saya membantu dlm segala hal.
2024-09-04 08:23:08,5,"Dengan menggunakan BNI Moblie Banking, segala urusan keuanhan saya jadi lebih mudah dan praktis"
2024-09-04 08:17:15,5,"Aplikasi BNI mobile ini sangat bagus dan bermanfaat sekali, sangat membantu di segala transaksi. Sukses terus BNI Moblie Banking tidak tergantikan 🧤"
2024-09-04 08:00:26,2,"Jangan beralih ke app wondr,karena ribet harus selfie pake KTP segala,pokoknya ribet,cukup app yg lama tapi ditingkatkan"
2024-09-04 05:54:46,2,"Kirain aku aja yg kendala di mobile bankingnya, ternyata banyak juga yg mengalami kendala Jangan bilang sinyal harus 4g Ini aplikasinya yg error"
2024-09-04 05:52:32,1,"Saya sudah sekitar 1 minggu ini susah untuk mengakses bni mobile, jadi transaksi saya terganggu, apakah sekarang dialihkan ke aplikasi wondr?"
2024-09-04 05:12:17,1,Sudh di perbarui bkan nya bgus mlah jd jelek. Selalu mohon maaf. Kami sedang meningkatkan layanan mobile bengking. Gt aja truss. Nma nya di perbarui tu mkin bgus. Bkan mkin sulit untk masuk.
2024-09-04 05:11:08,1,Tolong dibantu fix Android 15. Aplikasi masih belum berjalan dengan baik
2024-09-04 04:32:12,1,Susah dapetin OTP email nya!
2024-09-04 00:51:25,3,Gak bisa mode Landskap...kurang optimal
2024-09-04 00:04:24,2,Tolong dong kalo emang mau di ganti sama aplikasi wondr yg ini jgn d bikin lemot masak mau masuk aja susah mulu jdi susah mau transaksi
2024-09-03 23:54:56,1,"Minta OTP Email, tapi gak di kirim"
2024-09-03 23:50:10,1,SAYA KIRA HANYA SY SAJA YG MENGALAMI SULIT BERTRANSAKSI. SAAT MAU LOG IN.TERNYATA BNYAK YG MENGALAMI SPRTI SY. INI LOG IN SINYAL SY 5G TP GA BSA MASUK. DAN MAU MASUK LOG IN PAKAI WIFI. HADEH. GMNA SIH INI BNI? APAKAH TIDAK BISA D PERBAIKI? ENAK YG BNI MOBILR DULU LEBIH SIMPLE DAN JARANG TROUBEL. SMOGA BISA BERBENAH. THX
2024-09-03 22:33:04,5,IS THE BEST
2024-09-03 22:32:40,1,"Kenapa ya beberapa hari ini ga bisa di akses m banking nya , keterangan nya perbaikan sistem mulu"
2024-09-03 22:18:49,1,Tambah jelek banget bni mobile bangking..tidak bisa memuaskan pelanggan.klau udah d kampung mau pindah bank
2024-09-03 21:35:00,5,"Luar biasa untuk transaksi belanja dan lainnya, GK pke' ribet👍"
2024-09-03 21:34:39,1,"Sangat buruk, sering tidak bisa di buka BNI Mobilenya. Meningkatkan pelayanan terus."
2024-09-03 21:29:34,2,"Tolong lah lebih di perhatikan lagii ,kacau nya gk tertolong"
2024-09-03 21:15:22,5,"it's very good, apakah memang sedang ada perbaikan apk ya bapak/Ibu, susah sekali masuknya, kenapa susah masuk nya aplikasi ini, diup date sudah, apa masalah ini min ??? Muncul wondr, saya tidak mau mendownload itu, gagal terus, tiap kali masuk mpin nya, saya mau kirim email via Yahoo saya, tapi untuk masuk ke Yahoo pun susah min ?"
2024-09-03 20:45:13,5,"Aplikasi keren, interfacenya easy to work, apalagi lebih cepat mudah dalam pembayaran pakai qris."
2024-09-03 20:07:57,3,Sering gangguan gabisa dibuka
2024-09-03 19:57:57,3,"Sering gangguan, padahal koneksi bagus"
2024-09-03 19:45:14,3,"Kok jadi ga bisa untuk setor tunai via mbangking ya? Jadinya ribet banget pas lagi ga ada kartu, keadaan urgent padahal sebulan lalu di coba masih bisa tetapi sekarang ga bisa terus terus an akan hadir padahal udah semingguan kek gitu 😭"
2024-09-03 18:53:23,1,Kalau ga niat ngisi pulsa ga usah ada fiturnya lolllll
2024-09-03 18:33:26,5,Kereeen bgt
2024-09-03 18:16:29,5,"Aplikasi sangat membantu sekali, fitur sangat lengkap dan bermanfaat, bisa mobile tunai, ada scan finger nya makin canggih mantappp BNI"
2024-09-03 18:11:19,5,WONDR LEBIH MANTAP😍
2024-09-03 17:53:53,5,"Transfer ke mana saja, mudah dan cepat"
2024-09-03 17:40:25,2,"Aplikasi sangat parah, nge bug terus makin kesini makin gak yakin sama aplikasi BNI Mobile"
2024-09-03 17:38:45,3,"Buka apk yg ini, merujuk ke BNI wonder, tp ulasan2 untuk BNI wonder, blm max sprt BNI sblmby, & sayangnya BNI yg lama jg gak bisa buat transaksi bi, mau bayar BPJS, kluar peringatan saldo tdk boleh dibawah min, pdhl saldo masih lebih, gimana nih ..😔"
2024-09-03 17:03:49,1,Habis update kok susah banget buat login..ini kenapa woiii
2024-09-03 16:44:42,3,"sulit di pakai. untuk masuk ke dalam aplikasi saja sulit. semenjak ada apk yang baru. ayo di benahi, saya bergantung pada apk ini"
2024-09-03 15:35:09,5,Bagus pelayananya.
2024-09-03 15:31:28,1,Dari kemaren mau login aja susah Padahal jaringan bagus hp sudah di restart tpi masih aja susah
2024-09-03 15:27:48,1,Sudah gnti ke versi v5.1.3.1 Malah tidak bisa di daptar ulang
2024-09-03 13:57:23,5,Bedanya dengan Wondr apa? Kenapa harus ada 2 app?
2024-09-03 13:23:08,2,ga support di Android 15
2024-09-03 13:18:45,2,cs nya lama bgt respon. saya chat daei jm 8 pagi dibales jm setengah 1 siang. yakali masa saya harus pantau chatnya terus😭
2024-09-03 13:16:24,4,Jangan paksa nasabah untuk pindah ke aplikasi yang belom matang kalo ga mau nasabahnya pindah bank. Sebelum aplikasi barunya Perfect jangan dibatasi dulu fiture2 dasarnya. Mohon diperbaiki menu setor tunainya segera 🙏
2024-09-03 13:15:58,4,Bagus tapi harus di tingkatkan kualias nya..
2024-09-03 13:11:24,1,Kenpa setelah di perbarui malah makin susah masuk alasan nya sedang perbaikan masak setiap hari perbaikan kan gak masuk akal
2024-09-03 13:03:51,4,"Bukan masalah sisa saldo Bukan maslah rek tujuan Sinyal pun ful 4G Masalahnya masih gak bisa login. Keteranganya: ""Kami sedang meningkatkan layanan mobile banking"". Terjadi di setiap mau login."
2024-09-03 13:03:15,1,Perbaikan layanan terus sudah beberapa hari. Mau transaksi aj susahnya minta ampun. Jaringannya juga sudah stabil kakak.. tetep aj tidak bisa di akses
2024-09-03 12:25:17,1,APLIKASI CACAT !! MALU2IN
2024-09-03 12:09:21,5,Sangat lengkap dan menarik
2024-09-03 11:45:13,1,"Mohon untuk memperbaiki aplikasinya, kode otp lambat masuk, kode otp yang dimasukkan tidak sesuai. Sangat mengecewakan"
2024-09-03 11:37:25,2,"Knpa perbaikan layanan selalu setiap buka bni mobile banking nya, setiap saya buru buru selalu begitu😌"
2024-09-03 11:31:22,1,Kacau semenjak ada rekomendasi apk baru
2024-09-03 11:30:58,1,"Sudah dari tahun 2016 saya menggunakan M banking BNI, sekarang rasa2 pengen ganti bank saja Kendala dari 2 minggu trakhir saya rasakan.. setiap keluahan malah nasabah seakan2 hp nya lemot. Buat pekerjaan jdi ribet. Mesti ke Atm. Saat nya ganti bank lah"
2024-09-03 11:20:06,5,Semakin baik
2024-09-03 11:15:22,2,"Kecewa dengan aplikasi m banking nya sering sekali gangguan dan update,jadi mempersulit nasabah untuk bertransaksi."
2024-09-03 11:12:19,1,"Dari tanggal 25 smpe skrng BNI Mobile banking tidak bisa login, contoh nya Mohon maaf kami sedang meningkatkan layanan Mobile Banking, coba beberapa saat lagi, kecewa saya tidak bisa bertransaksi"
2024-09-03 10:42:01,1,"Mau buka rekening, tpi loading nya 5 jam ga kelar kelar apk jembud"
2024-09-03 10:31:29,1,"Sangat kecewa, m-banking sya tidak bisa login.. sya uninstall lalu sya install kembali malah meminta untuk verivikasi ulang.. saya tunggu 2 hari stelah pemberitahuan peningkatan pelayanan bengking namun tak kunjung bisa login.."
2024-09-03 10:16:34,1,Pelayanan buruk. Refund dana yg Gagal transaksi lama bgt. Sering gangguan. Plat merah selalu mengecewakan.
2024-09-03 09:55:47,2,Ap ini gk bisa masuk .. tolong sistem di perbaiki
2024-09-03 09:43:32,1,"Nggak bisa di buka, sdh di uninstall trus di install lgi tpi ttp nggak bisa di buka"
2024-09-03 08:59:50,3,sedang kecewa dengan sistem pembayaran qris di mbanking bni. pembayaran belum terselesaikan tapi dana sudah terpotong. hadehh rugi 2 kali sayaa. harap proteksi pembayaran nya di perbaiki
2024-09-03 08:54:55,1,Sistemnya gangguan terus setiap kirim uang atau top up dana padahal saya nasabah emerald tapi pelayanan gak beda sama nasabah biasa. Tambahan makin kesini kok gak bisa login ribet banget udah coba ke airplane mode terus idupin data masih gak bisa juga padahal sinyak bagus.
2024-09-03 08:46:46,4,Tolong di perbaiki setelah update kok eror trus
2024-09-03 08:43:54,1,Kenapa banking sekarang tiap hari gangguan? Sedang melakukan perbaikan.. perbaikan apa yang sampai ber hari hari? Serius nanya..
2024-09-03 08:29:44,1,Kenapa si ga selesai2 perbaikannya jadi malah di persulit kecewa sekali
2024-09-03 08:18:52,4,"Update 5.13 malah jelek....biasanya setor via mobile tunai bisa...sekarang gak bisa...masalah ini sangat menggangguku...gak bisa setor tunai, kartu ATM rusak, KTP hilang,ngurusnya ribet, butuh waktu....instal wonder, malah bikin akun baru...akhirnya punya 2 rekening bank dengan nama yg sama"
2024-09-03 07:54:43,1,Kenapa BNI ini Sdh 1 minggu ini gangu an melulu apa tidak Ada Penangan nya apa sangat lh kecewa aplikasi ini
2024-09-03 06:10:52,1,"Kecewa, setor tunai 4,6jt gak masuk ke rekening sampai sekarang."
2024-09-03 06:09:58,1,"Berkali2 daftar m bangking,kaga pernah lancar,tulisan nya eror lah,pastikan masukan 8 digit terakhir kartu anda..tapi apaaaa gagal trs.kaga jelas.rugi download ini,kaga ikhlas w berkali2 bgni..cuih"
